customer_id,first_purchase_date,last_purchase_date,tenure_days,days_since_last_purchase,churn_flag
13759,2011-09-29,2011-11-06,38,33,0
13760,2010-04-25,2011-10-16,539,54,0
13761,2010-02-21,2011-10-20,606,50,0
13762,2010-01-10,2011-05-05,480,218,1
13763,2010-09-30,2011-10-07,372,63,0
13764,2010-03-07,2011-09-30,572,70,0
13765,2010-02-24,2010-02-24,0,653,1
13766,2010-08-01,2010-08-01,0,495,1
13767,2009-12-01,2011-12-07,736,2,0
13768,2009-12-09,2009-12-13,4,726,1
13769,2009-12-16,2011-12-07,721,2,0
13770,2009-12-09,2010-10-13,308,422,1
13771,2010-02-25,2011-10-06,588,64,0
13772,2010-02-23,2011-11-06,621,33,0
13773,2010-02-18,2010-11-08,263,396,1
13774,2011-09-19,2011-09-19,0,81,0
13775,2010-04-28,2010-04-28,0,590,1
13776,2010-10-07,2010-10-07,0,428,1
13777,2009-12-02,2011-12-09,737,0,0
13778,2010-05-23,2011-08-28,462,103,1
13779,2010-07-12,2010-07-12,0,515,1
13780,2010-10-28,2011-12-02,400,7,0
13781,2009-12-18,2011-04-03,471,250,1
13782,2009-12-06,2011-11-27,721,12,0
13783,2010-02-04,2010-08-09,186,487,1
13784,2010-09-15,2011-11-30,441,9,0
13785,2010-09-05,2010-10-07,32,428,1
13786,2009-12-03,2010-12-07,369,367,1
13787,2010-01-14,2011-09-25,619,75,0
13788,2010-07-22,2010-07-22,0,505,1
13789,2010-11-16,2010-11-16,0,388,1
13790,2011-12-05,2011-12-05,0,4,0
13791,2011-06-24,2011-08-04,41,127,1
13792,2010-10-13,2011-10-04,356,66,0
13793,2010-03-03,2010-03-03,0,646,1
13794,2010-06-11,2010-06-11,0,546,1
13795,2010-03-12,2010-11-16,249,388,1
13796,2010-07-28,2010-07-28,0,499,1
13797,2010-03-02,2010-09-29,211,436,1
13798,2009-12-08,2011-12-08,730,1,0
13799,2010-03-05,2011-08-15,528,116,1
13800,2009-12-03,2011-02-03,427,309,1
13801,2011-10-04,2011-10-04,0,66,0
13802,2010-02-16,2011-07-24,523,138,1
13803,2010-03-31,2011-03-29,363,255,1
13804,2010-09-29,2011-11-09,406,30,0
13805,2011-08-02,2011-10-18,77,52,0
13806,2011-10-07,2011-10-07,0,63,0
13807,2009-12-04,2010-12-07,368,367,1
13808,2011-09-04,2011-12-04,91,5,0
13809,2010-09-05,2011-02-07,155,305,1
13810,2011-10-14,2011-11-11,28,28,0
13811,2011-04-14,2011-06-09,56,183,1
13812,2011-08-26,2011-10-28,63,42,0
13813,2009-12-06,2011-10-31,694,39,0
13814,2010-06-30,2011-09-08,435,92,1
13815,2010-02-12,2011-11-17,643,22,0
13816,2011-10-06,2011-11-16,41,23,0
13817,2010-12-23,2011-11-10,322,29,0
13818,2010-10-06,2010-10-06,0,429,1
13819,2009-12-01,2011-02-11,437,301,1
13820,2010-01-28,2010-10-17,262,418,1
13821,2010-01-04,2011-07-18,560,144,1
13822,2011-10-30,2011-12-04,35,5,0
13823,2009-12-15,2011-11-21,706,18,0
13824,2010-03-12,2011-11-07,605,32,0
13825,2009-12-09,2010-03-28,109,621,1
13826,2011-06-16,2011-06-16,0,176,1
13827,2011-07-19,2011-10-13,86,57,0
13828,2011-11-17,2011-11-17,0,22,0
13829,2010-10-14,2010-10-14,0,421,1
13830,2010-05-07,2010-05-07,0,581,1
13831,2009-12-10,2011-11-23,713,16,0
13832,2010-10-13,2011-11-20,403,19,0
13833,2010-10-31,2011-07-03,245,159,1
13834,2010-02-08,2010-05-12,93,576,1
13835,2010-03-04,2011-11-14,620,25,0
13836,2010-10-21,2010-11-05,15,399,1
13837,2011-01-26,2011-05-12,106,211,1
13838,2010-05-09,2011-12-04,574,5,0
13839,2010-08-10,2010-08-10,0,486,1
13840,2010-10-19,2010-10-19,0,416,1
13841,2011-04-01,2011-04-01,0,252,1
13842,2010-02-16,2011-10-12,603,58,0
13843,2010-11-23,2010-11-23,0,381,1
13844,2011-11-28,2011-11-28,0,11,0
13845,2011-10-06,2011-10-06,0,64,0
13846,2010-11-05,2011-11-15,375,24,0
13847,2009-12-20,2009-12-20,0,719,1
13848,2009-12-09,2011-09-08,638,92,1
13849,2010-03-25,2011-10-19,573,51,0
13850,2011-08-02,2011-08-02,0,129,1
13851,2010-01-29,2011-09-05,584,95,1
13852,2010-04-08,2010-04-08,0,610,1
13853,2011-10-13,2011-10-13,0,57,0
13854,2010-01-08,2011-12-01,692,8,0
13855,2009-12-08,2010-07-27,231,500,1
13856,2010-03-30,2011-06-24,451,168,1
13857,2010-05-17,2010-11-11,178,393,1
13858,2011-10-13,2011-10-13,0,57,0
13859,2010-06-28,2011-01-17,203,326,1
13860,2011-09-14,2011-12-08,85,1,0
13861,2010-06-27,2010-10-06,101,429,1
13862,2010-11-15,2011-11-21,371,18,0
13863,2010-04-25,2011-04-06,346,247,1
13864,2010-11-18,2010-11-18,0,386,1
13865,2011-02-23,2011-10-12,231,58,0
13866,2011-09-26,2011-09-26,0,74,0
13867,2011-05-05,2011-11-08,187,31,0
13868,2011-11-01,2011-12-02,31,7,0
13869,2010-01-17,2011-08-08,568,123,1
13870,2010-02-08,2011-12-07,667,2,0
13871,2009-12-20,2011-11-17,697,22,0
13872,2009-12-14,2010-06-30,198,527,1
13873,2010-03-03,2011-08-12,527,119,1
13874,2010-02-04,2010-12-16,315,358,1
13875,2009-12-17,2011-10-17,669,53,0
13876,2011-10-07,2011-10-07,0,63,0
13877,2010-01-19,2011-09-14,603,86,0
13878,2010-04-14,2011-10-16,550,54,0
13879,2010-03-04,2010-03-04,0,645,1
13880,2010-05-26,2011-11-18,541,21,0
13881,2010-03-04,2011-12-06,642,3,0
13882,2011-10-06,2011-12-07,62,2,0
13883,2009-12-08,2011-11-29,721,10,0
13884,2010-08-26,2011-12-02,463,7,0
13885,2011-05-23,2011-06-03,11,189,1
13886,2011-09-29,2011-09-29,0,71,0
13887,2011-05-19,2011-05-19,0,204,1
13888,2010-05-13,2011-08-12,456,119,1
13889,2010-01-22,2011-09-08,594,92,1
13890,2009-12-06,2011-12-08,732,1,0
13891,2010-05-06,2010-11-26,204,378,1
13892,2010-05-13,2011-11-13,549,26,0
13893,2011-02-15,2011-02-15,0,297,1
13894,2011-02-02,2011-11-16,287,23,0
13895,2009-12-03,2011-11-11,708,28,0
13896,2010-03-24,2010-03-24,0,625,1
13897,2010-01-31,2011-10-20,627,50,0
13898,2010-10-24,2011-01-18,86,325,1
13899,2011-03-10,2011-11-23,258,16,0
13900,2010-03-25,2011-06-09,441,183,1
13901,2010-01-05,2011-09-28,631,72,0
13902,2009-12-15,2010-03-17,92,632,1
13903,2010-11-04,2010-11-04,0,400,1
13904,2011-02-18,2011-11-02,257,37,0
13905,2009-12-07,2009-12-07,0,732,1
13906,2010-10-26,2010-10-26,0,409,1
13907,2010-01-17,2010-01-17,0,691,1
13908,2011-03-08,2011-09-21,197,79,0
13909,2010-07-06,2010-10-12,98,423,1
13911,2010-03-01,2011-10-13,591,57,0
13912,2010-10-12,2010-10-12,0,423,1
13913,2010-07-21,2010-07-21,0,506,1
13914,2011-11-03,2011-11-28,25,11,0
13915,2010-11-10,2010-11-10,0,394,1
13916,2010-02-02,2010-09-02,212,463,1
13917,2011-06-01,2011-10-21,142,49,0
13918,2011-03-31,2011-10-21,204,49,0
13919,2010-06-17,2011-10-11,481,59,0
13920,2010-05-26,2010-10-04,131,431,1
13921,2009-12-18,2010-11-02,319,402,1
13922,2010-08-29,2010-12-23,116,351,1
13923,2011-10-17,2011-10-17,0,53,0
13924,2011-09-28,2011-12-08,71,1,0
13925,2011-07-28,2011-09-08,42,92,1
13926,2011-11-16,2011-11-16,0,23,0
13927,2010-09-28,2011-09-26,363,74,0
13928,2011-07-29,2011-11-29,123,10,0
13929,2010-01-14,2011-06-23,525,169,1
13930,2011-07-26,2011-10-13,79,57,0
13931,2009-12-03,2011-09-05,641,95,1
13932,2011-02-18,2011-02-18,0,294,1
13933,2011-07-14,2011-08-22,39,109,1
13934,2011-03-21,2011-03-21,0,263,1
13935,2010-02-25,2010-04-22,56,596,1
13936,2010-10-21,2011-06-13,235,179,1
13937,2010-11-02,2011-06-23,233,169,1
13938,2011-11-04,2011-11-04,0,35,0
13939,2010-04-06,2011-11-16,589,23,0
13940,2011-07-18,2011-11-22,127,17,0
13941,2009-12-16,2011-11-18,702,21,0
13942,2010-06-23,2010-06-23,0,534,1
13943,2010-05-11,2010-05-11,0,577,1
13944,2010-02-24,2010-02-24,0,653,1
13945,2010-08-17,2010-11-10,85,394,1
13946,2009-12-04,2011-09-21,656,79,0
13947,2011-10-05,2011-10-05,0,65,0
13948,2009-12-04,2010-12-14,375,360,1
13949,2011-09-06,2011-12-07,92,2,0
13950,2011-04-07,2011-11-28,235,11,0
13951,2011-02-18,2011-06-16,118,176,1
13952,2009-12-16,2011-05-06,506,217,1
13953,2009-12-11,2011-12-02,721,7,0
13954,2011-09-30,2011-12-08,69,1,0
13955,2010-11-29,2011-07-08,221,154,1
13956,2011-03-13,2011-12-04,266,5,0
13957,2010-02-19,2010-10-18,241,417,1
13958,2009-12-05,2010-11-25,355,379,1
13959,2010-07-16,2011-09-21,432,79,0
13960,2011-09-29,2011-11-18,50,21,0
13961,2010-11-12,2010-11-12,0,392,1
13962,2010-09-30,2011-11-18,414,21,0
13963,2010-04-21,2011-02-04,289,308,1
13964,2010-10-05,2010-11-17,43,387,1
13965,2010-01-05,2010-08-20,227,476,1
13966,2010-09-30,2010-09-30,0,435,1
13967,2010-11-08,2011-07-17,251,145,1
13968,2010-10-12,2010-10-12,0,423,1
13969,2010-03-25,2011-12-02,617,7,0
13970,2010-09-28,2010-11-18,51,386,1
13971,2010-01-26,2011-11-21,664,18,0
13972,2011-05-22,2011-09-30,131,70,0
13973,2011-02-25,2011-02-25,0,287,1
13974,2010-05-06,2011-10-21,533,49,0
13975,2010-02-02,2011-11-08,644,31,0
13976,2010-02-09,2011-05-17,462,206,1
13977,2010-10-24,2010-10-24,0,411,1
13978,2011-10-25,2011-11-25,31,14,0
13979,2009-12-03,2011-09-27,663,73,0
13980,2010-02-21,2011-10-10,596,60,0
13981,2010-10-20,2010-10-20,0,415,1
13982,2010-01-20,2011-10-31,649,39,0
13983,2009-12-09,2011-11-10,701,29,0
13984,2009-12-07,2011-11-13,706,26,0
13985,2010-02-09,2011-12-05,664,4,0
13986,2011-11-22,2011-11-22,0,17,0
13987,2010-11-04,2010-11-25,21,379,1
13988,2010-03-24,2011-11-20,606,19,0
13989,2010-05-25,2011-10-05,498,65,0
13990,2011-05-10,2011-05-10,0,213,1
13991,2011-07-19,2011-11-27,131,12,0
13992,2010-09-02,2011-11-09,433,30,0
13993,2009-12-03,2011-10-28,694,42,0
13994,2011-07-14,2011-12-06,145,3,0
13995,2009-12-18,2011-11-24,706,15,0
13996,2010-11-05,2010-11-18,13,386,1
13997,2010-06-07,2010-07-08,31,519,1
13998,2010-05-12,2010-09-19,130,446,1
13999,2009-12-05,2011-11-29,724,10,0
14000,2009-12-02,2011-05-12,526,211,1
14001,2010-08-03,2011-10-25,448,45,0
14002,2011-07-06,2011-07-28,22,134,1
14003,2009-12-07,2009-12-07,0,732,1
14004,2010-09-30,2011-10-27,392,43,0
14005,2011-05-08,2011-11-30,206,9,0
14006,2010-02-25,2011-08-16,537,115,1
14007,2010-07-15,2010-07-15,0,512,1
14008,2010-10-03,2010-10-03,0,432,1
14009,2010-09-03,2011-05-25,264,198,1
14010,2010-05-23,2010-05-23,0,565,1
14011,2010-04-11,2010-08-16,127,480,1
14012,2011-03-07,2011-03-07,0,277,1
14013,2010-03-26,2011-08-21,513,110,1
14014,2010-05-12,2011-09-23,499,77,0
14015,2011-10-18,2011-10-18,0,52,0
14016,2010-01-08,2011-07-01,539,161,1
14017,2010-05-17,2010-05-17,0,571,1
14018,2010-03-04,2010-03-04,0,645,1
14019,2011-07-24,2011-10-24,92,46,0
14020,2010-06-28,2011-11-23,513,16,0
14021,2010-04-26,2011-07-07,437,155,1
14022,2010-08-10,2011-04-28,261,225,1
14023,2011-04-03,2011-12-02,243,7,0
14024,2010-11-14,2011-08-10,269,121,1
14025,2010-05-05,2010-09-01,119,464,1
14026,2010-03-24,2010-08-26,155,470,1
14027,2011-10-10,2011-10-10,0,60,0
14028,2010-06-07,2010-06-07,0,550,1
14029,2011-07-18,2011-10-07,81,63,0
14030,2009-12-10,2011-11-21,711,18,0
14031,2009-12-03,2011-12-02,729,7,0
14032,2009-12-14,2011-12-07,723,2,0
14033,2010-06-02,2010-06-02,0,555,1
14034,2011-07-05,2011-11-17,135,22,0
14035,2010-04-06,2011-11-11,584,28,0
14036,2011-02-28,2011-02-28,0,284,1
14037,2009-12-07,2011-06-16,556,176,1
14038,2010-02-04,2011-09-22,595,78,0
14039,2010-05-13,2011-11-06,542,33,0
14040,2009-12-01,2011-10-30,698,40,0
14041,2011-03-18,2011-03-18,0,266,1
14042,2009-12-14,2009-12-14,0,725,1
14043,2009-12-10,2010-08-05,238,491,1
14044,2010-01-24,2011-11-13,658,26,0
14045,2010-01-08,2011-08-22,591,109,1
14046,2011-02-28,2011-02-28,0,284,1
14047,2010-02-01,2011-12-01,668,8,0
14048,2010-11-22,2011-02-07,77,305,1
14049,2010-04-01,2011-11-23,601,16,0
14050,2011-08-25,2011-11-08,75,31,0
14051,2009-12-03,2011-12-09,736,0,0
14052,2010-11-14,2011-11-20,371,19,0
14053,2010-08-10,2011-08-07,362,124,1
14054,2011-10-05,2011-10-05,0,65,0
14055,2009-12-16,2011-08-25,617,106,1
14056,2011-02-28,2011-12-08,283,1,0
14057,2009-12-03,2011-11-16,713,23,0
14058,2010-06-27,2010-09-03,68,462,1
14059,2011-03-18,2011-03-18,0,266,1
14060,2010-03-11,2011-12-05,634,4,0
14061,2009-12-01,2010-07-20,231,507,1
14062,2009-12-10,2011-11-30,720,9,0
14063,2009-12-08,2010-09-27,293,438,1
14064,2010-01-21,2011-11-10,658,29,0
14065,2010-10-04,2010-11-15,42,389,1
14066,2011-03-18,2011-03-18,0,266,1
14067,2011-09-04,2011-10-07,33,63,0
14068,2010-01-31,2011-01-23,357,320,1
14069,2010-05-27,2010-07-13,47,514,1
14070,2010-01-24,2010-01-24,0,684,1
14071,2011-03-20,2011-12-06,261,3,0
14072,2010-02-11,2010-02-11,0,666,1
14073,2011-11-07,2011-11-07,0,32,0
14074,2010-03-26,2010-03-26,0,623,1
14075,2010-06-16,2011-12-05,537,4,0
14076,2011-08-02,2011-08-02,0,129,1
14077,2010-11-09,2011-10-30,355,40,0
14078,2010-03-28,2011-08-30,520,101,1
14079,2010-01-26,2011-08-07,558,124,1
14080,2009-12-02,2011-11-07,705,32,0
14081,2009-12-10,2011-02-10,427,302,1
14082,2010-11-12,2010-12-10,28,364,1
14083,2009-12-18,2011-12-05,717,4,0
14084,2010-07-15,2010-07-15,0,512,1
14085,2009-12-08,2011-12-07,729,2,0
14086,2010-09-03,2010-09-03,0,462,1
14087,2009-12-04,2011-12-07,733,2,0
14088,2010-10-14,2011-11-29,411,10,0
14089,2011-10-14,2011-10-14,0,56,0
14090,2011-01-19,2011-01-19,0,324,1
14091,2010-01-10,2010-02-23,44,654,1
14092,2009-12-16,2011-12-02,716,7,0
14093,2011-11-27,2011-11-27,0,12,0
14094,2010-09-26,2010-09-26,0,439,1
14095,2009-12-17,2009-12-17,0,722,1
14096,2011-08-30,2011-12-05,97,4,0
14097,2010-03-04,2010-08-15,164,481,1
14098,2011-11-03,2011-11-03,0,36,0
14099,2009-12-10,2011-11-23,713,16,0
14100,2011-07-25,2011-07-25,0,137,1
14101,2010-03-28,2011-09-27,548,73,0
14102,2011-10-26,2011-12-04,39,5,0
14104,2010-05-28,2011-07-08,406,154,1
14105,2009-12-18,2011-04-14,482,239,1
14106,2009-12-02,2009-12-02,0,737,1
14107,2009-12-09,2011-10-19,679,51,0
14108,2009-12-01,2011-11-09,708,30,0
14109,2011-09-28,2011-09-28,0,72,0
14110,2009-12-01,2011-12-06,735,3,0
14111,2011-04-12,2011-11-25,227,14,0
14112,2010-02-23,2011-11-17,632,22,0
14113,2009-12-08,2011-12-06,728,3,0
14114,2010-04-12,2011-03-11,333,273,1
14115,2010-02-11,2010-07-26,165,501,1
14116,2011-08-10,2011-11-20,102,19,0
14117,2011-07-19,2011-07-19,0,143,1
14118,2010-10-07,2010-10-07,0,428,1
14119,2009-12-21,2010-11-29,343,375,1
14121,2011-10-11,2011-12-06,56,3,0
14122,2009-12-02,2010-10-29,331,406,1
14123,2009-12-06,2009-12-06,0,733,1
14124,2011-09-16,2011-09-16,0,84,0
14125,2011-09-22,2011-11-29,68,10,0
14126,2010-09-21,2011-12-02,437,7,0
14127,2010-10-10,2011-08-09,303,122,1
14128,2010-06-06,2011-10-10,491,60,0
14129,2010-05-09,2011-12-08,578,1,0
14130,2009-12-11,2011-01-24,409,319,1
14131,2010-03-01,2010-03-01,0,648,1
14132,2011-06-09,2011-12-07,181,2,0
14133,2009-12-06,2011-08-02,604,129,1
14134,2009-12-10,2010-11-22,347,382,1
14135,2009-12-02,2011-12-08,736,1,0
14136,2009-12-08,2010-11-04,331,400,1
14137,2010-01-13,2010-01-13,0,695,1
14138,2011-10-07,2011-12-08,62,1,0
14139,2010-06-15,2011-10-24,496,46,0
14140,2011-11-08,2011-12-06,28,3,0
14141,2011-08-26,2011-12-07,103,2,0
14142,2010-03-03,2010-12-01,273,373,1
14143,2011-07-29,2011-07-29,0,133,1
14144,2010-08-10,2010-08-10,0,486,1
14145,2010-04-08,2011-10-24,564,46,0
14146,2010-01-13,2011-12-01,687,8,0
14147,2010-03-09,2011-09-22,562,78,0
14148,2010-10-21,2011-04-20,181,233,1
14149,2011-05-03,2011-05-03,0,220,1
14150,2010-12-15,2011-11-04,324,35,0
14151,2009-12-23,2010-02-04,43,673,1
14152,2010-02-18,2011-09-25,584,75,0
14153,2010-08-13,2010-08-13,0,483,1
14154,2010-01-13,2011-04-14,456,239,1
14155,2011-03-18,2011-03-18,0,266,1
14156,2009-12-01,2011-11-30,729,9,0
14157,2010-03-03,2011-11-20,627,19,0
14158,2011-10-30,2011-10-30,0,40,0
14159,2009-12-03,2011-11-20,717,19,0
14160,2010-01-10,2010-04-08,88,610,1
14161,2009-12-13,2011-05-08,511,215,1
14162,2011-02-20,2011-06-19,119,173,1
14163,2010-09-03,2011-09-13,375,87,0
14164,2011-09-20,2011-09-30,10,70,0
14165,2011-03-09,2011-03-09,0,275,1
14166,2010-03-23,2010-07-22,121,505,1
14167,2010-01-27,2011-10-31,642,39,0
14168,2010-05-24,2010-10-15,144,420,1
14169,2010-09-21,2010-10-05,14,430,1
14170,2010-11-09,2010-11-29,20,375,1
14171,2009-12-09,2011-09-02,632,98,1
14172,2010-03-07,2010-04-13,37,605,1
14173,2009-12-09,2011-11-29,720,10,0
14174,2011-11-06,2011-11-06,0,33,0
14175,2010-03-22,2011-10-11,568,59,0
14176,2010-11-23,2011-02-15,84,297,1
14177,2010-02-26,2011-09-14,565,86,0
14178,2011-06-10,2011-12-01,174,8,0
14179,2011-10-18,2011-10-30,12,40,0
14180,2010-06-09,2011-11-29,538,10,0
14181,2010-05-26,2010-10-25,152,410,1
14182,2010-04-22,2010-09-22,153,443,1
14183,2010-08-15,2010-10-24,70,411,1
14184,2011-10-04,2011-10-04,0,66,0
14185,2011-01-12,2011-01-12,0,331,1
14186,2010-03-05,2010-10-08,217,427,1
14187,2010-08-23,2010-08-23,0,473,1
14188,2011-02-02,2011-11-09,280,30,0
14189,2010-11-16,2011-12-07,386,2,0
14190,2010-02-11,2010-02-11,0,666,1
14191,2009-12-11,2011-12-08,727,1,0
14192,2010-11-16,2010-11-16,0,388,1
14193,2010-11-08,2011-10-03,329,67,0
14194,2010-01-06,2011-12-05,698,4,0
14195,2010-03-15,2011-05-22,433,201,1
14196,2011-08-25,2011-08-25,0,106,1
14197,2010-10-25,2010-10-25,0,410,1
14198,2010-01-05,2011-11-21,685,18,0
14199,2010-06-27,2011-05-05,312,218,1
14200,2010-04-01,2010-04-01,0,617,1
14201,2010-04-30,2011-10-10,528,60,0
14202,2010-03-25,2010-11-23,243,381,1
14203,2010-11-07,2010-11-07,0,397,1
14204,2009-12-02,2011-12-07,735,2,0
14205,2010-03-07,2011-11-23,626,16,0
14206,2010-11-02,2011-04-14,163,239,1
14207,2010-01-21,2010-01-21,0,687,1
14208,2010-06-06,2011-09-06,457,94,1
14209,2010-01-22,2011-11-29,676,10,0
14210,2010-01-06,2011-08-26,597,105,1
14211,2009-12-09,2011-10-17,677,53,0
14212,2010-09-20,2011-09-11,356,89,0
14213,2010-10-31,2010-10-31,0,404,1
14214,2011-03-07,2011-11-09,247,30,0
14215,2009-12-08,2011-11-28,720,11,0
14216,2010-10-21,2011-12-06,411,3,0
14217,2010-06-30,2011-12-08,526,1,0
14218,2011-10-28,2011-10-28,0,42,0
14219,2010-08-03,2011-12-05,489,4,0
14220,2010-05-19,2011-04-06,322,247,1
14221,2010-04-06,2011-10-28,570,42,0
14222,2011-06-15,2011-06-15,0,177,1
14223,2011-03-20,2011-09-08,172,92,1
14224,2010-06-13,2011-08-21,434,110,1
14225,2010-01-12,2010-10-01,262,434,1
14226,2010-09-24,2011-11-11,413,28,0
14227,2010-02-08,2011-11-13,643,26,0
14228,2010-06-11,2010-09-28,109,437,1
14229,2010-08-25,2011-10-19,420,51,0
14230,2010-06-09,2010-09-30,113,435,1
14231,2010-09-15,2011-06-09,267,183,1
14232,2011-03-20,2011-10-28,222,42,0
14233,2010-03-05,2011-10-21,595,49,0
14234,2011-10-13,2011-11-17,35,22,0
14235,2010-03-30,2011-09-25,544,75,0
14236,2010-07-22,2011-09-20,425,80,0
14237,2010-04-28,2010-12-01,217,373,1
14238,2009-12-05,2011-01-17,408,326,1
14239,2009-12-05,2011-10-27,691,43,0
14240,2010-10-12,2011-11-09,393,30,0
14241,2010-01-12,2011-06-09,513,183,1
14242,2011-01-18,2011-04-19,91,234,1
14243,2010-08-20,2011-12-01,468,8,0
14244,2010-02-17,2010-02-17,0,660,1
14245,2011-03-21,2011-05-04,44,219,1
14246,2011-04-08,2011-08-21,135,110,1
14247,2010-06-06,2011-03-06,273,278,1
14248,2010-07-12,2011-01-25,197,318,1
14249,2010-01-29,2010-10-25,269,410,1
14250,2011-09-11,2011-12-02,82,7,0
14251,2011-10-13,2011-12-08,56,1,0
14252,2010-11-23,2010-11-23,0,381,1
14253,2010-03-26,2010-08-03,130,493,1
14254,2010-10-03,2010-10-03,0,432,1
14255,2010-06-11,2010-06-11,0,546,1
14256,2010-01-14,2011-03-24,434,260,1
14257,2010-03-01,2011-10-06,584,64,0
14258,2009-12-04,2011-11-30,726,9,0
14259,2011-07-21,2011-07-21,0,141,1
14260,2010-06-09,2010-08-25,77,471,1
14261,2011-09-22,2011-10-20,28,50,0
14262,2011-04-13,2011-12-01,232,8,0
14263,2010-10-12,2010-10-12,0,423,1
14264,2010-04-07,2011-07-08,457,154,1
14265,2010-04-06,2011-08-22,503,109,1
14266,2010-10-07,2010-10-07,0,428,1
14267,2011-03-24,2011-06-30,98,162,1
14268,2010-08-26,2010-08-26,0,470,1
14269,2010-09-26,2010-09-26,0,439,1
14270,2011-01-12,2011-01-12,0,331,1
14271,2010-10-26,2011-04-28,184,225,1
14272,2010-05-06,2011-09-27,509,73,0
14273,2011-04-11,2011-10-19,191,51,0
14274,2010-01-22,2010-01-22,0,686,1
14275,2010-04-11,2010-11-09,212,395,1
14276,2010-02-17,2011-09-02,562,98,1
14277,2009-12-13,2011-11-24,711,15,0
14278,2010-10-26,2010-10-26,0,409,1
14279,2010-01-27,2010-07-07,161,520,1
14280,2011-05-27,2011-05-27,0,196,1
14281,2010-10-27,2010-10-27,0,408,1
14282,2010-02-15,2011-12-06,659,3,0
14283,2010-05-19,2010-09-02,106,463,1
14284,2010-02-24,2011-11-09,623,30,0
14285,2009-12-08,2011-11-18,710,21,0
14286,2009-12-04,2011-11-16,712,23,0
14287,2011-05-25,2011-12-01,190,8,0
14288,2011-05-10,2011-05-10,0,213,1
14289,2011-02-23,2011-12-01,281,8,0
14290,2009-12-08,2011-11-28,720,11,0
14291,2009-12-09,2011-12-08,729,1,0
14292,2010-03-19,2011-12-02,623,7,0
14293,2009-12-10,2011-12-06,726,3,0
14294,2010-10-28,2010-10-28,0,407,1
14295,2009-12-08,2011-10-30,691,40,0
14296,2010-05-14,2010-10-14,153,421,1
14297,2011-03-10,2011-11-22,257,17,0
14298,2009-12-11,2011-12-01,720,8,0
14299,2009-12-02,2011-12-01,729,8,0
14300,2011-11-21,2011-11-21,0,18,0
14301,2010-02-11,2011-08-14,549,117,1
14302,2009-12-02,2010-10-05,307,430,1
14303,2010-10-01,2010-10-28,27,407,1
14304,2010-05-18,2011-05-01,348,222,1
14305,2011-07-27,2011-09-29,64,71,0
14306,2010-01-31,2011-10-19,626,51,0
14307,2009-12-07,2011-09-12,644,88,0
14308,2010-06-08,2010-06-08,0,549,1
14309,2010-06-07,2011-12-01,542,8,0
14310,2010-10-03,2010-10-03,0,432,1
14311,2010-05-21,2011-04-11,325,242,1
14312,2010-07-23,2011-10-24,458,46,0
14314,2010-10-05,2011-08-25,324,106,1
14315,2010-03-15,2011-10-26,590,44,0
14316,2010-03-19,2010-10-13,208,422,1
14317,2011-10-06,2011-10-06,0,64,0
14318,2010-09-05,2010-09-05,0,460,1
14319,2010-10-11,2010-10-11,0,424,1
14320,2010-01-21,2011-05-17,481,206,1
14321,2010-08-23,2011-11-29,463,10,0
14322,2010-02-18,2010-10-06,230,429,1
14323,2011-04-15,2011-08-17,124,114,1
14324,2010-01-15,2010-10-26,284,409,1
14325,2010-05-19,2010-05-19,0,569,1
14326,2010-06-25,2011-04-11,290,242,1
14327,2010-01-08,2011-06-29,537,163,1
14328,2010-09-27,2010-09-27,0,438,1
14329,2009-12-16,2011-11-22,706,17,0
14330,2010-03-26,2010-03-26,0,623,1
14331,2011-07-27,2011-08-07,11,124,1
14332,2010-10-19,2011-11-17,394,22,0
14333,2011-10-03,2011-10-03,0,67,0
14334,2010-05-20,2011-11-23,552,16,0
14335,2011-09-04,2011-11-23,80,16,0
14336,2011-03-08,2011-11-23,260,16,0
14338,2010-06-21,2011-07-01,375,161,1
14339,2010-10-07,2011-04-11,186,242,1
14340,2011-05-05,2011-05-05,0,218,1
14341,2009-12-01,2011-10-25,693,45,0
14342,2010-08-24,2011-11-18,451,21,0
14343,2010-01-18,2010-10-14,269,421,1
14344,2010-03-23,2011-08-04,499,127,1
14345,2011-11-01,2011-11-01,0,38,0
14346,2010-07-30,2011-08-11,377,120,1
14347,2009-12-03,2009-12-03,0,736,1
14348,2011-03-24,2011-03-24,0,260,1
14349,2011-11-29,2011-11-29,0,10,0
14350,2010-10-05,2011-03-10,156,274,1
14351,2011-06-28,2011-06-28,0,164,1
14352,2011-03-11,2011-07-05,116,157,1
14353,2010-10-04,2011-05-08,216,215,1
14354,2011-11-09,2011-12-04,25,5,0
14355,2010-03-22,2010-12-09,262,365,1
14356,2011-09-19,2011-09-21,2,79,0
14357,2011-10-27,2011-10-27,0,43,0
14358,2010-10-07,2010-11-15,39,389,1
14359,2011-09-13,2011-11-20,68,19,0
14360,2011-09-06,2011-11-08,63,31,0
14361,2010-05-10,2010-05-10,0,578,1
14362,2011-11-17,2011-11-17,0,22,0
14363,2010-09-14,2010-11-02,49,402,1
14364,2011-05-12,2011-08-23,103,108,1
14365,2010-01-27,2010-11-10,287,394,1
14366,2010-07-02,2010-07-02,0,525,1
14367,2011-03-08,2011-12-01,268,8,0
14368,2011-01-24,2011-01-24,0,319,1
14369,2010-02-16,2010-03-07,19,642,1
